post_link,post_copy,post_date,likes,comments,shares,has_media,media_type,media_url
https://www.linkedin.com/feed/update/urn:li:activity:7362898528328638464/,"Controversial take: Stop hiring VPs of Sales when you don't have a GTM strategy, expecting them to build it for you. I see it every week—founders throwing 200k salaries at ""proven"" sales leaders while their ICP is still ""anyone with a budget."" Here's what happens: → VP comes in swinging with their playbook from Company X → Realizes your product-market fit is... aspirational → Burns through pipeline faster than a teenager with a credit card → Leaves after 18 months with ""cultural misalignment"" You can't optimize what you haven't defined. Before you hire that ""rockstar VP"": ✓ Know WHO buys from you (not who you think should) ✓ Understand WHY they buy (beyond ""our product is better"") ✓ Map the actual buying process (spoiler: it's messier than your pitch deck) Save yourself $200K+ and the recruiting headache. Build the strategy first, then find the executor. Who's guilty of putting the VP before the strategy?",2mo,717,137,12,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7362220451021918209/,"Meet Hendrix. Today I had to rush him to the emergency vet. Within minutes of arrival, we were triaged. I sat at his bedside while they assessed him. I filled out intake paperwork on an iPad. The doctor explained exactly what they were doing and why. They ran a FAST exam on the spot. Fifteen minutes later, a nurse brought me a complete care plan—line-by-line diagnostics, medications, procedures—with the price for each, in black and white. “Here’s what we recommend. Do you want to move forward with all of it? Or start with certain tests first?” I said yes to all. I knew exactly what I was agreeing to. I knew what it would cost. I knew why each item was necessary. And it was my choice. (Turns out he has pancreatitis likely caused by his food The Farmer's Dog ). Im not tagging the company to throw them under the bus, but more to raise awareness that this type of food has a high fat content, and in rare instances, cause pancreatitis. We just happened to be the unlucky ones). Now… let’s imagine the human equivalent. You arrive in a hospital ED. You’re told to sit in a waiting room for an unknown length of time. Paperwork—half of which is irrelevant to your visit—is shoved in your hands. A nurse takes you back, asks you to repeat your story for the third time. Someone orders tests you don’t understand, for reasons no one explains. No one tells you what they cost. Your insurance company will decide later if they were “necessary” enough to cover. Weeks later, you get a bill. Or rather—a stack of them, from multiple providers. Each one a surprise. No one asks if you wanted to start with one test over another. And at no point were you given the dignity of an informed, transparent choice. We’ve normalized a system where insurance companies dictate care plans after the fact, and patients (or caregivers) get information in fragments—too late to make informed decisions. If veterinary medicine can deliver: -Immediate triage -Transparent, line-item pricing before treatment -Clear explanations of each diagnostic and its purpose -The option to proceed, decline, or stage care …why is this impossible in human emergency medicine? We’ve just built a system that runs on paperwork, not people. Where the “care” part has been quietly stripped from healthcare because it's a constant battle of documentation, justification, necessity, prior authorization and zero transparency for the patient in the middle. We have a bureaucracy-first model where the forms move faster than the patient, and the only thing urgent about the ED is the billing cycle. (BTW, we are home resting now but he's on some heavy pain meds and a a specialty diet going forward.)",2mo,156,26,3,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQHaCJQ_lKwHfw/feedshare-shrink_800/B4EZivcedrGoAg-/0/1755290137212?e=1762992000&v=beta&t=fPA2aQI8tFwp0H6YpgnoYGlH-4gFo5qGv1NPzntgIfw
https://www.linkedin.com/feed/update/urn:li:activity:7362084123483545601/,"Ten years ago, working for one of the top 10 largest health tech companies in the US, I was confident we had our act together. Over 100k employees, billion-dollar revenue, industry-leading solutions; we had personas, pain points, decision criteria, the works. Then I sat through a go-live at a 500-bed hospital system. Hour 7 of watching nurses jump in and out of screens, take notes on a post-it, then a notepad, then back to the cart... I realized: every implementation friction becomes tomorrow's sales objection. ▶️ What I Learned the Hard Way: That IT director who seemed ""difficult"" in our sales process? She was protecting her team from yet another vendor promising miracles and delivering migraines. That ""excessive"" security review? They'd been burned by a previous vendor whose ""HIPAA-compliant"" solution leaked patient data. The ""bureaucratic"" procurement process? It exists because when you're dealing with patient lives, you can't afford to get it wrong. point blank. period. end of story. (Founders, stop acting like this isn't a HUGE deal). ▶️ The Reality Check: Your 30-minute demo doesn't prepare buyers for watching nurses juggle three different workarounds Every ""quick integration"" that actually takes 10 minutes creates skepticism for life When your ""streamlined workflow"" forces staff to carry post-it notes between systems, you've lost credibility forever The questions they ask in month 6 of an integration should inform your pitch in week 1 ▶️ The Fix: Make implementation observation mandatory for your entire growth team (sales, marketing, revops, sales enablement, customer success) team. Im not talking polished demos—the real stuff. The nurses muttering under their breath. The IT admin working weekends to fix what should have ""just worked."" The physician who stops using your system because it's faster to write things down. ▶️ The Payoff: When your team understands that every workflow disruption becomes a story prospects will hear, they stop over selling and start reality-checking. When buyers sense you actually understand their world—the good, bad, and ugly—trust builds faster than any demo ever could. The friction post-sale IS your next pre-sale objection.",2mo,59,7,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361811424366477312/,"Humble brag here: I closed $22K in new business over the last two weeks. One of those weeks I was in Mexico. Not once was a pitch deck used. The secret? I stopped selling and started solving. Here's how trust beats pitch decks every time: ▶️ KNOW: Before every call, I built a primer on the organization including their current market positioning, who they appear to be targeting, publicly available financial data, recent hires or exits. Walked in knowing their pain before they told me. ▶️ LIKE: Led with empathy, not features. ""I saw your recent partnership announcement with vendor XYZ. Did that create any new leads or website traffic for you?"" ▶️ TRUST: Shared a similar case study with specific metrics: ""Here's how I helped startup A reset their GTM position and land their first paid pilot in a market they originally weren't thinking of going after."" The Mexico part? Trust was already built. Deals close themselves when buyers believe you actually understand their world. Stop pitching. Start problem-solving.",2mo,74,5,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361809296923213825/,VBC is marching toward full pay‑for‑value by 2030—how are you attributing patients today? This 2-day live virtual cohort will be a great opportunity for healthcare leaders in value-based care to finally tackle one of the most frustrating (and financially critical) challenges in the space: attribution. This isn’t Attribution 101—you already know what attribution is and why it matters. This is for leaders who want: -Better attribution accuracy -More retained patients -Fewer unattributed cases -Stronger VBC revenue and performance Great opportunity!,2mo,2,1,0,Yes,image,https://media.licdn.com/dms/image/v2/D5622AQFrZVobZvQj6w/feedshare-shrink_1280/B56Zik7WjRHMA0-/0/1755113679540?e=1762992000&v=beta&t=VNtX6QJXFzGEH0ONZRdnEx2OXU5vNxVyZcGE0eniwmI
https://www.linkedin.com/feed/update/urn:li:activity:7361765301023088641/,"Your deal just hit procurement. Game over? Not if you planned ahead. I met with a founder a few weeks back stating they had a $250K payer deal die in procurement because the vendor couldn't produce basic compliance documentation. Six months of relationship building, gone. They were leveraging this deal for their next raise. Here's your procurement survival kit (build it NOW): ✅ Security attestations - SOC 2, HIPAA, state-specific requirements ✅ Implementation timelines - realistic ones, not sales fantasies ✅ Reference customers - same size, same use case, same compliance needs ✅ Total cost breakdown - including hidden integration costs they always ask about ✅ Risk mitigation plan - what happens when (not if) things go sideways Pro tip: That ""boring"" compliance meeting you keep pushing off? It's actually your biggest competitive advantage. Most vendors show up empty-handed. Late-stage friction kills good deals. Get ahead of it.",2mo,9,1,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361720795951210499/,"Stop building buyer personas for people who don't exist. I've watched too many health tech startups burn cash on ""ideal customer profiles"" that were copy and paste from ChatGPT (the formatting gives it away). Meanwhile, real buyers—stressed CFOs watching margins collapse, IT directors drowning in vendor requests, clinicians working 12-hour shifts—get ignored (Yes, those em dashes are grammatically correct and not written by AI). Here's what actually closes deals in healthcare: → The overwhelmed CMO who needs proof your solution works in 60 days, not 6 months → The procurement director who's been burned by three ""AI"" vendors that were just fancy if-then statements → The department head whose budget got slashed 15% but patient volume increased 20% Forget the theoretical. Find the frustrated. They're the ones writing checks.",2mo,26,8,1,No,,
,,,0,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361500018345660417/,I love TikTok. Kudos to this new trend of providers that are now recoding peer to peer interviews for prior auth and medical necessity. Please watch this video in its entirety. This woman is a saint first of all but the doctor on the other end? Why?,2mo,4,0,0,Yes,video,blob:https://www.linkedin.com/be2fdaec-8dd6-4251-9812-ac858d579b0b
https://www.linkedin.com/feed/update/urn:li:activity:7361449016963858432/,"Most GTM playbooks fail because they were written for a different buyer in a different century. The decision-making map inside a hospital doesn't look like your HubSpot dashboard. As a consultant, I unfortunately get brought in when the well-funded startups flame out because their entire go-to-market strategy was built around ""identifying the economic buyer and creating urgency."" In healthcare, there is no single economic buyer. There's a consortium of stakeholders who all have veto power. Your SaaS playbook says: 1. Find the decision maker 2. Create urgency 3. Push for quick close 4. Scale with predictable metrics Healthcare reality: ✅ There are 7-12 people involved in every decision ✅ Urgency without consensus creates resistance ✅ ""Quick"" means 8-14 months ✅ Every deal is a custom snowflake Consider the below framework if you have see growth stall or not hit your numbers as promised to the board. Phase 1: Stakeholder Archaeology Map every person who touches the decision (it's more than you think) Phase 2: Coalition Building Win hearts and minds across departments, not just budget holders Phase 3: Consensus Orchestration Help stakeholders sell each other, not just you Phase 4: Implementation Insurance Show how success is inevitable, not just possible The playbook that works for selling CRM software will get you laughed out of a CMO's office. Healthcare buying isn't broken, your approach is.",2mo,7,2,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361425170764374016/,"Most startups chase the same crowded markets (payers, academics, or the coastal IDNs). Very few look to Rural America — a place too often labeled “fly-over country,” yet home to 56 million people and a health system in crisis. I know this market well. Years ago, I helped bring critical access hospitals and rural providers into value-based care programs as one of the early VPs at Caravan Health. My husband grew up in rural South Dakota. My family is from El Dorado Springs, Missouri. Now, with the $50B Rural Health Transformation Fund, the largest rural health investment in two decades, states will be funding technology, workforce, and care delivery innovations at scale. Startups that act now can get written into state transformation plans and win multi-year growth opportunities. My take on what’s driving this moment, the policy behind it, and how to align your GTM strategy is here 👇🏼",2mo,31,7,2,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361399339967021056/,This is off brand but anyone excited about 7pm tonight? 🧡🧡🧡🧡 (I know you’re out there……),2mo,13,14,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361358507276656640/,"In a room full of vendors promising the moon, be the one who delivers next Tuesday. Your biggest competitive advantage in health tech isn't your AI, your algorithms, or your innovation. It's being the one vendor who doesn't overpromise. I've sat through several dozen vendor showcases in my career. However, last month's showcase was not typical (mainly because it was onsite which I rarely get to do anymore). However, the pitches were more of the same. Every company claimed they would ""transform healthcare delivery"" and ""revolutionize patient outcomes."" The winner? The company that said: ""We'll reduce your lab turnaround time by 23 minutes and save you $47 per test. Here's exactly how."" Why underpromise-overdeliver wins in healthcare: ▶️ Scenario A (The Overpromiser): ""Our AI will revolutionize your clinical workflows!"" Reality: 6-month implementation, marginal improvements, lots of training and adoption issues with the end users ▶️ Scenario B (The Realist): ""We'll cut your documentation time by 12 minutes per patient encounter"" Reality: 8-minute savings achieved in month 2, plus unexpected workflow benefits Guess who gets the renewal? The Reality-Based Messaging Framework: ✓ Specific metrics instead of broad promises ✓ ""Typically"" and ""on average"" instead of ""always"" ✓ Implementation timelines with buffer built in ✓ Clear scope limitations upfront The counterintuitive result: When you set realistic expectations, buyers trust you with bigger opportunities. In a market drowning in AI vaporware and ""revolutionary"" claims, being the vendor who tells the truth—even when it's less sexy—is refreshingly sellable. Your credibility is your moat. Protect it fiercely.",2mo,25,6,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361118180603219969/,"A $34.5B cash offer. A three-year-old AI startup. And the browser used by over 3 billion people. What happens when David tries to buy Goliath? Perplexity , valued at ~$18B, has made a bid to acquire Google Chrome - by far the most-used browser across the globe, with roughly 65% market share on desktop and mobile combined. Why? Two big reasons: 1️⃣ The DOJ’s antitrust case against Google could force Chrome to spin off. 2️⃣ Own the browser and you own the internet’s front door—and the ads market behind it. They say they’ve got investor backing and would drop $3B into the transaction. Whether this deal closes or not, Perplexity just sent a message: they’re not here to play point-solution games. They want enterprise-level infrastructure. It’s gutsy. It’s risky. And yes—it’s a little bit tech theatre (or maybe just good PR). They’re offering almost twice their own valuation for a product that would be wildly expensive to operate and maintain. However, like healthcare consolidation, where giants absorb hospitals, payers, and tech vendors to control the whole patient journey, AI isn’t just building tools anymore. It’s going after the platforms that decide how we access information in the first place. The battle isn’t over who builds the smartest AI model. It’s over who controls the gateway to everything else. Read more about this story here: https://lnkd.in/eb-FjufP",2mo,20,1,1,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7361034768362151937/,"Your champion just butchered your pitch in the hallway to their boss. Congratulations—you just lost the deal. If your buyer can't repeat your pitch accurately, you're not closing the deal. I watched this play out last year. Their internal champion nailed the messaging in our initial meetings. But when it came time to sell internally, they said: ""this will help us reduce readmissions."" Great. Reduces readmissions by how much? For which conditions? All-cause or specific diagnoses? Over what timeframe? That vague promise killed a $600K opportunity. The Corporate Telephone Test: After every stakeholder meeting, ask: ""How would you explain this to your colleague?"" What you'll hear (and why it matters): ❌ ""It's complicated, but basically..."" ❌ ""They do AI innovation for hospitals"" ❌ ""It's hard to explain, but the demo was amazing"" ✅ ""It prevents medication errors in real-time"" ✅ ""It cuts our readmission costs by 15% for all-cause"" ✅ ""It makes our nurses 20% more efficient"" How to build repeatable messaging using my Rule of 3 👇🏼 1. The Metaphor Method: ""It's like spell-check for prescriptions"" 2. The Outcome Frame: Start with the result, not the process 3. The Proof Point: One stat they can remember Test it this way: Ask your champion to explain your solution to someone on your product team. If they stumble, your messaging is too complex. In healthcare deals, your champion is your sales team when you're not in the room. Make sure they're armed with words that stick.",2mo,17,2,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360996022275264514/,"""This will revolutionize healthcare"" might be the cringiest thing you can say in a hospital C-suite meeting AND the fastest way to expose yourself as completely naive to the healthcare landscape. I was recently approached by a well-known AI company (I'll never tell who) because despite raising massive capital, they're completely stalling out on growth. When I dug into their sales approach, I found the problem immediately: Their entire pitch deck was built around ""cutting-edge algorithms"" and ""breakthrough technology."" The response from health systems? Dead silence and/or a polite ""we could maybe pilot this with a small cohort, unpaid of course."" Here's what hospitals actually hear when you say: ""Revolutionary"" = ""Unproven and dangerous"" ""First-to-market"" = ""We're the beta testers"" ""Cutting-edge AI"" = ""Liability nightmare"" ""Transform care delivery"" = ""Chaos and workflow disruption"" What they want to hear instead: ✓ ""Reduces medical errors by 23%"" ✓ ""Currently live in 47 similar health systems"" ✓ ""Meets all HIPAA and SOC 2 requirements"" ✓ ""Integrates without workflow changes"" ✓ ""We carry unlimited liability coverage"" Don't position yourself as the innovative disruptor. Position yourself as the safe choice that happens to deliver innovation. ""We help hospitals reduce readmission risk while maintaining current workflows"" beats ""We're revolutionizing patient care"" every single time.",2mo,54,8,1,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360827679782150144/,"I’m happy to share that I am now an advisor to LumaLink . My role will be focused on advising the leadership team on GTM, growth and commercialization strategy. LumaLink is redefining eldercare by giving every senior a personal, always-on care assistant, transforming aging at home into an empowered, connected experience rather than a challenge to be feared. For me, this is more than a role—it’s a mission. Helping seniors and caregivers navigate aging in place, infused with my love for AI, is exactly why I’m here. We have the opportunity to make one of life’s hardest transitions easier, clearer, and far more connected. Excited to partner with the Co-Founders Simon Yost and Emilia Bourland, OTR, ECHM, CFPS !",2mo,292,65,2,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360774263454240769/,"""Just use the standard deck"" might be the four most expensive words in health tech sales and is a good indicator that you lack a strong GTM strategy. I watched a startup burn through 3 quarters of operational spend (between product, marketing and sales) because the CRO kept using the same pitch for everyone. Their CIO wanted technical specs. The CFO wanted ROI data. The Chief medical officer wanted to show risk mitigation, so they combined all of the leadership deck ""requests"" into one. They got the same 47-slide presentation about ""revolutionary care transformation."" In multi-stakeholder healthcare deals, templated messaging doesn't just fail—it actively works against you. The IT Director hears: ""Another vendor who doesn't understand our infrastructure"" The CMO hears: ""Tech people talking about clinical workflow they've never done"" The CFO hears: ""Expensive solution to a problem I don't understand"" The Chief Nurse hears: ""More burden on my already overwhelmed staff"" The antidote? Message archaeology: If you are responsible for owning the delivery of the or multiple pitch decks: 1. Interview each stakeholder type separately. 2. Document their exact language for pain points 3. Map their success metrics (they're all different) 4. Build modular content that addresses specific concerns I've seen deals accelerate 40% faster when messaging felt custom-built for each decision maker. Your template might be efficient, but it's not effective. The buyer journey in healthcare isn't linear, so why is your messaging?",2mo,7,1,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360724235196981248/,"I get hired by health tech boards to sit in on CEO presentations (not as a spy, but as an outsider who can spot what's broken before it kills deals). Last month, I watched a $10M ARR company's CEO conduct a zoom call in front of hospital leadership and completely fumble the most basic question: ""So what do you actually do?"" Forty-seven minutes. That's how long he took to explain their ""AI-powered clinical decision support platform with integrated workflow optimization and predictive analytics capabilities that leverages machine learning to enhance care delivery outcomes."" Part of my role is to observe and I have grown accustomed (if in person) to take notice to body language, where their eyes are during the presentation and if they are actively listening. The CFO started looking at another screen 3 minutes in. The CMO started checking her phone at minute 8. By minute 15, I was mentally drafting my feedback report. If your value proposition doesn't fit on a Post-It note, it's not a value prop—it's a manifesto that's hemorrhaging money. So, I give you the Post-It Test: 1. Write your value prop on a Post-It 2. a 12-year-old understand it? 3. Would your champion be able to repeat it verbatim? 4. Does it start with YOUR problem, not your solution? The winner? ""We prevent medication errors before they happen."" That's it. Eight words. Every stakeholder—from the floor nurse to the CFO—immediately understood the value. Your complex technology deserves simple messaging. The market is already confused and crowded enough.",2mo,449,42,4,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360633634212511746/,"Most technology vendors approach hospitals with features. The ones who win start with filings. Hospitals publish more than marketing fluff in their annual reports and community benefit plans—they publish a roadmap. If you know where to look, you can spot: 1. Capital projects that trigger multi-year vendor spend. 2. Service line expansions that require new tech and workflows. 3. Legislative changes that unlock fresh funding streams. 4. Workforce gaps that your solution can solve before they hit critical mass. By the time an RFP drops, you’re already behind. The real advantage comes from reading the tea leaves years before a procurement cycle begins. Please stop pitching into the void. Start mapping your outreach to the next three years of their strategy—straight from their own reports.",2mo,7,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7360098446642409472/,"Today, my husband, son and I were booked on a first class flight from Cancun to Tampa via Miami with American Airlines . Somewhere between check-in and landing in Miami, the second leg of our trip was mysteriously canceled. We were rebooked — all the way in the very back row of coach. No reimbursement. No apology. Just curt responses from the lounge staff during our new 4-hour layover and even worse attitudes from the gate agents. Unfortunately, this wasn’t an anomaly. In my experience, 9 out of 10 American flights I’ve been on are either delayed, canceled, or have last-minute seat changes — and not once has there been a meaningful acknowledgment or gesture of goodwill. Meanwhile, scrolling X on Saturday night, I found an entire crowd of other travelers stuck or stranded because of AA. The volume of complaints was staggering — but unsurprising. It feels like some companies are going above and beyond to prove that customer service has flatlined post-COVID. Cable companies? USPS? American Airlines seems determined to be at the top of the leaderboard as the worst. While my husband can’t avoid them due to work travel (his company HQ is in Charlotte), I personally will do whatever I can to steer clear. At some point, brand loyalty becomes brand avoidance. So here’s my question for the business leaders on LinkedIn: Has post-pandemic operational strain permanently lowered the bar for customer service? Or is this simply a company culture choice? Because right now, some brands seem to be surviving despite their customers — not because of them.",2mo,155,133,2,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7359786131212619776/,"If you ever catch me ending a post with…“Comment AI GUIDE” at the end, please know my account is compromised. This is spam. Accounts doing this are spam. These aren’t serious people. It’s actually infuriating that these posts get thousands of comments, all desperate for a freebie. I know LinkedIn doesn’t like a link embedded in your post. But the only way to create a true alternative “list” to monetize off of requires you to get people off this app and onto your email list. That’s it. That’s the big secret. LinkedIn please stop elevating these posts of “comment to get my guide.” Some of us are trying to create true, genuine and valuable connections here. The more I see this posts, the more I find myself gravitating towards other channels to create content. Thanks 💁🏼‍♀️",2mo,13,2,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7359599523490394112/,"In health tech, it’s only a matter of time before the platform giants step into your lane. Whether it’s Epic launching an AI ambient scribe or another EHR rolling out its own care coordination tool, the pattern is predictable: once you prove market demand, they come for the space. If you’re in a head-to-head with Epic, serving as a bolt-on integration, or aiming for eventual displacement, your differentiation can’t hinge solely on “better tech.” You need to: 1. Show measurable outcomes they can’t replicate quickly (specialty workflows, faster ROI, or adoption in hard-to-reach user groups). 2. Build a buyer story that goes beyond the CIO or CMIO - engage clinical, operational, and financial stakeholders with KPIs that matter to them. 3. Develop moats in service, agility, and customer intimacy that a monolith vendor simply can’t match. Epic entering your space is both validation and a challenge. It signals the market is worth owning - but if you haven’t defined why you’re the better choice for your ideal buyer, the default will always be to stay with “the safe option.” The question isn’t “if” they’ll come. It’s whether your GTM strategy will be ready when they do.",2mo,149,15,8,Yes,image,https://media.licdn.com/dms/image/v2/D5622AQGqpjhaaX5DcA/feedshare-shrink_800/B56ZiKMxBEHMAg-/0/1754665259950?e=1762992000&v=beta&t=UL-ZqgAwZxybfrIr1GFHFGS92JuumAyoNY_KyAo6TRg
https://www.linkedin.com/feed/update/urn:li:activity:7359321327406645248/,"Most executives don’t stall because they’re confused. They stall because there are too many variables, too many priorities, and too many possible directions. It’s not a lack of vision—it’s cognitive overload. That’s where AI earns its seat in the boardroom. I recently helped a Series A CEO break through 6 months of planning paralysis using a single AI-powered framework. Within 48 hours, we built a working 3-year roadmap: → Quarterly milestones → Functional swimlanes → AI-assisted prioritization → Drafted investor messaging All starting from a prompt that looked like this: “Act as a growth strategist. I’m a Series A founder with $30M ARR looking to double in 18 months. My biggest unknowns are [X], [Y], and [Z]. Build a high-level roadmap and identify critical assumptions that must be tested.” That one input generated: ✔️ Strategic hypotheses ✔️ First-pass milestone map ✔️ Decision-making framework It didn’t replace thinking—it unblocked it. If your calendar is full but your strategy doc is empty, the problem isn’t effort. It’s entropy. AI doesn’t give you answers. It gives you momentum. Steal this prompt and let me know if the output was helpful or led to more questions.",2mo,12,2,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7358901918116552704/,"Vacation clarity hits different. Every time I step away—from the noise, the meetings, the content treadmill—I reset. Not just my calendar, but my standards. This week, between sun, sleep, reading and journaling, I got honest about a few things: 1. Which areas are actually driving growth across my businesses? 2. What’s just draining my energy? 3. What am I doing that is not revenue generating but taking up time? 4. Where am I choosing distraction over momentum? So when I get back, I’m kicking off my own version of 75 Hard – Entrepreneur Edition: - 1 outdoor walk daily - 1 hour of physical activity (separate from the walk) - No alcohol - No processed sugar - 30+ minutes of reading a day - No social media—unless it directly drives revenue But I’m not just detoxing my body. I’m clearing mental clutter too. That’s where this prompt comes in. Before you chalk up your delay on that project, email, pitch deck, or launch to “being busy”—use this. Let AI be your productivity coach: 🧠 Prompt: ""Act as an executive productivity coach with deep expertise in addressing high-level procrastination patterns among corporate leaders. Help me identify the root causes—whether emotional, cognitive, or environmental—that are leading me to delay mission-critical tasks. Use a structured mix of diagnostic questioning, strategic reflection, and performance psychology to uncover blind spots and limiting beliefs. Your tone should be direct, insightful, and tailored to an executive mindset. Ask me any questions necessary to begin the assessment."" 📌 Copy it. Paste it into ChatGPT. Let it push back. Be honest. If you’re resetting your own habits—mental, physical, digital—consider this your starting point. hashtag # 75Hard hashtag # LeadershipReset hashtag # AIforExecutives",2mo,32,2,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQElIiflkobYQg/feedshare-shrink_800/B4EZiASRpNGoAk-/0/1754498937546?e=1762992000&v=beta&t=A00Oz1oQoVh8OJmNhyIddl_AJpEr4Wh0ib2wJDTE1Xw
https://www.linkedin.com/feed/update/urn:li:activity:7358840252221800449/,"I made the mistake of checking my email this morning after a much needed disconnect over the last few days. If you have sent me an email or DM, I likely won’t reply until early next week. He’s the reason why. It’s remarkable how much closer we can become as humans when we don’t have a screen open. Therefore, back to that disconnecting I mentioned above ❤️",2mo,0,0,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQF-wZ-E82GF4g/feedshare-shrink_800/B4EZh_aLpLGUAk-/0/1754484233352?e=1762992000&v=beta&t=qHwYXoDXiwcW7dHeRqGg1FZnCv5mRuEePPL-1mVHTsA
https://www.linkedin.com/feed/update/urn:li:activity:7357998551538278400/,"This isn’t a travel post (I’m not a travel blog influencer). But I am on vacation for the next 7 days 😎 I’m sitting in our hotel suite right now, looking at Minecraft balloons, a bubble bath setup for our son, and remembering the perfect Shirley Temple that greeted him at check-in—while my husband got his Sol beer and I got my Moët Ice. The concierge asked about our “favorite things” before arrival. They always do. I never expect much. But this place? They nailed it. Also, worthy to shout out the resort itself Grand Velas Riviera Maya, Playa del Carmen, México Here’s what they understood that most businesses miss: → The investment was minimal (balloons, bath bombs, specific drinks) → The impact was massive (parents looking like heroes, kid over the moon) → The return is guaranteed (we’ll absolutely be back) This isn’t about luxury hospitality. This is about the business fundamentals that work everywhere: Listen → Remember → Execute → Exceed Whether you’re running a SaaS company or a corner coffee shop, the principle is the same. The details matter. The small touches create the big loyalty. That $30 in balloons and drinks just secured a $12K+ annual customer for life. What “favorite things” are you asking your customers about? More importantly—what are you doing with those answers?",2mo,32,4,0,Yes,image,https://media.licdn.com/dms/image/v2/D4E22AQEhRd58rj2apA/feedshare-shrink_800/B4EZhzcqNLHoAg-/0/1754283557014?e=1762992000&v=beta&t=hwCxVf_fJE69DwcwznxIEthKsOuUBRm2aFem3xoBfyc
https://www.linkedin.com/feed/update/urn:li:activity:7357009761868881920/,"Healthcare GTM teams love talking about ""transformative innovation"" and ""revolutionary AI."" Meanwhile, their prospects are thinking about compliance audits, implementation timelines, and what happens when the CFO asks for ROI projections. The healthcare buying committee isn't afraid of being left behind—they're afraid of being the cautionary tale their peers whisper about at conferences. Here's how to flip your positioning from aspirational to actionable: Instead of: ""AI-powered transformation"" Try: ""Reduce documentation time by 23% with SOC 2 compliant automation"" Instead of: ""Next-generation workflow optimization"" Try: ""Cut patient wait times by 15 minutes using our proven 90-day implementation"" Instead of: ""Revolutionary patient engagement"" Try: ""Increase patient satisfaction scores by 18% while reducing staff overtime"" Healthcare buyers don't want to be pioneers—they want to be the smart second adopter who learned from everyone else's mistakes. Give them the peer validation, the specific outcomes, and the risk mitigation story they need to look brilliant in the boardroom. Your innovation story might excite investors, but your implementation story closes deals. Healthcare moves slowly by design. Work with that reality, don't fight it.",2mo,24,0,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7356775696456683522/,"Most sales training teaches reps to pitch, present, and handle objections with scripted responses. But nobody's teaching them how to sit in the discomfort after a prospect goes quiet, how to use silence as a negotiation tool, or what to do when their perfectly crafted rebuttal lands with a thud. Real enablement happens in the moments between your slides. When a prospect says ""We need to think about it,"" most reps panic and start talking. The trained rep? They count to five, then ask: ""What specifically are you thinking about?"" and shut up again. Here's what actual enablement looks like: → Role-playing the silence after price objections → Teaching reps when NOT to respond immediately → Building comfort with uncomfortable pauses → Training teams to ask follow-up questions instead of launching into features If your sales team can't navigate a 10-second silence without word-vomiting, your enablement program is incomplete. The best deals happen in the spaces between your talking points.' Stop teaching reps what to say. Start teaching them when to say nothing at all.",2mo,9,1,0,No,,
https://www.linkedin.com/feed/update/urn:li:activity:7356715989318705154/,"Is this being built or—I can't believe I'm saying this out loud—should I join the ranks of ""founders"" and build it myself? This concept has been weighing on me for the last 6 months, but the timing feels perfect given the MAHA movement and the preventive reset in policy direction CMS is pursuing. 50% of Americans don't have major chronic conditions, yet they're subsidizing a system that won't cover what actually keeps them healthy. The ACA created a $400 billion arbitrage opportunity. The regulatory infrastructure exists. The evidence base is solid. The market is desperate. My career has been advising healthcare founders and investors on growth strategy, but this opportunity keeps pulling me toward the founder's chair. Is someone already building this, or is this the healthcare disruption we've all been waiting for? If someone is building this, are you needing a GTM advisor? 😉 👇🏼 Full analysis below",2mo,9,2,0,No,,
